;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;category
1178;5.6;0.915;0.0;2.1;0.040999999999999995;17.0;78.0;0.99346;3.68;0.73;11.4;5;0
1181;9.8;0.39;0.43;1.65;0.068;5.0;11.0;0.9947799999999999;3.19;0.46;11.4;5;0
1183;6.8;0.66;0.07;1.6;0.07;16.0;61.0;0.99572;3.29;0.6;9.3;5;0
1184;6.7;0.64;0.23;2.1;0.08;11.0;119.0;0.9953799999999999;3.36;0.7;10.9;5;0
1186;6.6;0.8;0.03;7.8;0.079;6.0;12.0;0.9963;3.52;0.5;12.2;5;0
1188;6.7;0.64;0.23;2.1;0.08;11.0;119.0;0.9953799999999999;3.36;0.7;10.9;5;0
1189;8.8;0.955;0.05;1.8;0.075;5.0;19.0;0.99616;3.3;0.44;9.6;4;0
1191;6.5;0.885;0.0;2.3;0.166;6.0;12.0;0.99551;3.56;0.51;10.8;5;0
1192;7.2;0.25;0.37;2.5;0.063;11.0;41.0;0.99439;3.52;0.8;12.4;7;1
1193;6.4;0.885;0.0;2.3;0.166;6.0;12.0;0.99551;3.56;0.51;10.8;5;0
1201;7.9;0.34;0.36;1.9;0.065;5.0;10.0;0.99419;3.27;0.54;11.2;7;1
1202;8.6;0.42;0.39;1.8;0.068;6.0;12.0;0.99516;3.35;0.69;11.7;8;1
1203;9.9;0.74;0.19;5.8;0.111;33.0;76.0;0.9987799999999999;3.14;0.55;9.4;5;0
1204;7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.85;11.0;7;1
1205;7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.85;11.0;7;1
1206;7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.85;11.0;7;1
1207;9.9;0.72;0.55;1.7;0.136;24.0;52.0;0.9975200000000001;3.35;0.94;10.0;5;0
1208;7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.85;11.0;7;1
1209;6.2;0.39;0.43;2.0;0.071;14.0;24.0;0.9942799999999999;3.45;0.87;11.2;7;1
1211;6.6;0.44;0.15;2.1;0.076;22.0;53.0;0.9957;3.32;0.62;9.3;5;0
1225;9.2;0.46;0.23;2.6;0.091;18.0;77.0;0.9992200000000001;3.15;0.51;9.4;5;0
1226;7.5;0.58;0.03;4.1;0.08;27.0;46.0;0.99592;3.02;0.47;9.2;5;0
1227;9.0;0.58;0.25;2.0;0.10400000000000001;8.0;21.0;0.99769;3.27;0.72;9.6;5;0
1228;5.1;0.42;0.0;1.8;0.044000000000000004;18.0;88.0;0.9915700000000001;3.68;0.73;13.6;7;1
1229;7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.4;0.64;9.5;5;0
1231;7.8;0.815;0.01;2.6;0.07400000000000001;48.0;90.0;0.99621;3.38;0.62;10.8;5;0
1232;7.6;0.43;0.29;2.1;0.075;19.0;66.0;0.99718;3.4;0.64;9.5;5;0
1233;10.2;0.23;0.37;2.2;0.057;14.0;36.0;0.9961399999999999;3.23;0.49;9.3;4;0
1235;6.0;0.33;0.32;2.463948362720403;0.054000000000000006;6.0;113.0;0.99572;3.3;0.56;11.5;4;0
1238;8.1;0.73;0.0;2.5;0.081;12.0;24.0;0.99798;3.38;0.46;9.6;4;0
1239;6.5;0.67;0.0;4.3;0.057;11.0;20.0;0.9948799999999999;3.45;0.56;11.8;4;0
1240;7.5;0.61;0.2;1.7;0.076;36.0;60.0;0.9949399999999999;3.1;0.4;9.3;5;0
1241;9.8;0.37;0.39;2.5;0.079;28.0;65.0;0.99729;3.16;0.59;9.8;5;0
1243;8.3;0.56;0.22;2.4;0.08199999999999999;10.0;86.0;0.9983;3.37;0.62;9.5;5;0
1245;7.4;0.55;0.19;1.8;0.08199999999999999;15.0;34.0;0.99655;3.49;0.68;10.5;5;0
1246;7.4;0.74;0.07;1.7;0.086;15.0;48.0;0.9950200000000001;3.12;0.48;10.0;5;0
1247;7.4;0.55;0.19;1.8;0.08199999999999999;15.0;34.0;0.99655;3.49;0.68;10.5;5;0
1251;7.5;0.58;0.14;2.2;0.077;27.0;60.0;0.9963;3.28;0.59;9.8;5;0
1252;7.1;0.72;0.0;1.8;0.12300000000000001;6.0;14.0;0.9962700000000001;3.45;0.58;9.8;5;0
1253;7.9;0.66;0.0;1.4;0.096;6.0;13.0;0.99569;3.43;0.58;9.5;5;0
1254;7.8;0.7;0.06;1.9;0.079;20.0;35.0;0.9962799999999999;3.4;0.69;10.9;5;0
1255;6.1;0.64;0.02;2.4;0.069;26.0;46.0;0.9935799999999999;3.47;0.45;11.0;5;0
1256;7.5;0.59;0.22;1.8;0.08199999999999999;43.0;60.0;0.9949899999999999;3.1;0.42;9.2;5;0
1260;8.6;0.635;0.68;1.8;0.08294229549778061;19.0;56.0;0.9963200000000001;3.02;1.15;9.3;5;0
1261;6.3;1.02;0.0;2.0;0.083;17.0;24.0;0.9943700000000001;3.59;0.55;11.2;4;0
1262;9.8;0.45;0.38;2.5;0.081;34.0;66.0;0.99726;3.15;0.58;9.8;5;0
1263;8.2;0.78;0.0;2.2;0.08900000000000001;13.0;26.0;0.9978;3.37;0.46;9.6;4;0
1269;5.5;0.49;0.03;1.8;0.044000000000000004;28.0;87.0;0.9908;3.5;0.82;14.0;8;1
1272;5.9;0.46;0.0;1.9;0.077;25.0;44.0;0.99385;3.5;0.53;11.2;5;0
1273;7.5;0.58;0.2;2.0;0.073;34.0;44.0;0.9949399999999999;3.1;0.43;9.3;5;0
1276;8.5;0.4;0.4;6.3;0.05;3.0;10.0;0.99566;3.28;0.56;12.0;4;0
1279;9.8;0.3;0.39;1.7;0.062;3.0;9.0;0.9948;3.14;0.57;11.5;7;1
1284;7.0;0.42;0.19;2.3;0.071;18.0;36.0;0.9947600000000001;3.39;0.56;10.9;5;0
1285;11.3;0.37;0.5;1.8;0.09;20.0;47.0;0.99734;3.15;0.57;10.5;5;0
1287;8.0;0.6;0.08;2.6;0.055999999999999994;3.0;7.0;0.9928600000000001;3.22;0.37;13.0;5;0
1288;7.0;0.6;0.3;4.5;0.068;20.0;110.0;0.9991399999999999;3.3;1.17;10.2;5;0
1289;7.0;0.6;0.3;4.5;0.068;20.0;110.0;0.9991399999999999;3.3;1.17;10.2;5;0
1290;7.6;0.74;0.0;1.9;0.1;6.0;12.0;0.99521;3.36;0.59;11.0;5;0
1293;7.5;0.755;0.0;1.9;0.084;6.0;12.0;0.99672;3.34;0.49;9.7;4;0
1295;6.6;0.63;0.0;4.3;0.09300000000000001;51.0;77.5;0.9955799999999999;3.2;0.45;9.5;5;0
1296;6.6;0.63;0.0;4.3;0.09300000000000001;51.0;77.5;0.9955799999999999;3.2;0.45;9.5;5;0
1303;8.0;0.28;0.44;1.8;0.081;28.0;68.0;0.9950100000000001;3.36;0.66;11.2;5;0
1304;7.6;0.79;0.21;2.3;0.087;21.0;68.0;0.9955;3.12;0.44;9.2;5;0
1305;7.5;0.61;0.26;1.9;0.073;24.0;88.0;0.9961200000000001;3.3;0.53;9.8;5;0
1306;9.7;0.69;0.32;2.5;0.08800000000000001;22.0;91.0;0.9979;3.29;0.62;10.1;5;0
1307;6.8;0.68;0.09;3.9;0.068;15.0;29.0;0.99524;3.41;0.52;11.1;4;0
1308;9.7;0.69;0.32;2.5;0.08800000000000001;22.0;91.0;0.9979;3.29;0.62;10.1;5;0
1309;7.0;0.62;0.1;1.4;0.071;27.0;63.0;0.996;3.28;0.61;9.2;5;0
1310;7.5;0.61;0.26;1.9;0.073;24.0;88.0;0.9961200000000001;3.3;0.53;9.8;5;0
1312;8.0;1.18;0.21;1.9;0.083;14.0;41.0;0.9953200000000001;3.34;0.47;10.5;5;0
1320;9.7;0.66;0.34;2.6;0.094;12.0;88.0;0.9979600000000001;3.26;0.66;10.1;5;0
1322;9.1;0.34;0.42;1.8;0.057999999999999996;9.0;18.0;0.99392;3.18;0.55;11.4;5;0
1323;9.1;0.36;0.39;1.8;0.06;21.0;55.0;0.99495;3.18;0.82;11.0;7;1
1328;6.5;0.52;0.11;1.8;0.073;13.0;38.0;0.9955;3.34;0.52;9.3;5;0
1331;7.8;0.87;0.26;3.8;0.107;31.0;67.0;0.9966799999999999;3.26;0.46;9.2;5;0
1333;9.1;0.775;0.22;2.2;0.079;12.0;48.0;0.9976;3.18;0.51;9.6;5;0
1334;7.2;0.835;0.0;2.0;0.166;4.0;11.0;0.99608;3.39;0.52;10.0;5;0
1336;6.0;0.5;0.0;1.4;0.057;15.0;26.0;0.9944799999999999;3.36;0.45;9.5;5;0
1337;6.0;0.5;0.0;1.4;0.057;15.0;26.0;0.9944799999999999;3.36;0.45;9.5;5;0
1338;6.0;0.5;0.0;1.4;0.057;15.0;26.0;0.9944799999999999;3.36;0.45;9.5;5;0
1344;11.5;0.42;0.48;2.6;0.077;8.0;20.0;0.9985200000000001;3.09;0.53;11.0;5;0
1346;6.1;0.59;0.01;2.1;0.055999999999999994;5.0;13.0;0.99472;3.52;0.56;11.4;5;0
1347;7.2;0.655;0.03;1.8;0.078;7.0;12.0;0.99587;3.34;0.39;9.5;5;0
1348;7.2;0.655;0.03;1.8;0.078;7.0;12.0;0.99587;3.34;0.39;9.5;5;0
1349;6.9;0.57;0.0;2.8;0.081;21.0;41.0;0.99518;3.41;0.52;10.8;5;0
1350;9.0;0.6;0.29;2.0;0.069;32.0;73.0;0.99654;3.34;0.57;10.0;5;0
1352;7.6;0.645;0.03;1.9;0.086;14.0;57.0;0.9969;3.37;0.46;10.3;5;0
1353;7.6;0.645;0.03;1.9;0.086;14.0;57.0;0.9969;3.37;0.46;10.3;5;0
1354;7.2;0.58;0.03;2.3;0.077;7.0;28.0;0.9956799999999999;3.35;0.52;10.0;5;0
1355;6.1;0.32;0.25;1.8;0.086;5.0;32.0;0.99464;3.36;0.44;10.1;5;0
1356;6.1;0.34;0.25;1.8;0.084;4.0;28.0;0.99464;3.36;0.44;10.1;5;0
1358;7.4;0.64;0.17;5.4;0.168;52.0;98.0;0.99736;3.28;0.5;9.5;5;0
1360;9.2;0.54;0.31;2.3;0.11199999999999999;11.0;38.0;0.9969899999999999;3.24;0.56;10.9;5;0
1361;8.3;0.85;0.14;2.5;0.09300000000000001;13.0;54.0;0.99724;3.36;0.54;10.1;5;0
1363;8.0;0.83;0.27;2.0;0.08;11.0;63.0;0.9965200000000001;3.29;0.48;9.8;4;0
1365;7.8;0.5;0.09;2.2;0.115;10.0;42.0;0.9971;3.18;0.62;9.5;5;0
1366;7.3;0.74;0.08;1.7;0.094;10.0;45.0;0.9957600000000001;3.24;0.5;9.8;5;0
1369;6.6;0.61;0.0;1.6;0.069;4.0;8.0;0.9939600000000001;3.33;0.37;10.4;4;0
1370;8.7;0.78;0.51;1.7;0.08294229549778061;12.0;66.0;0.99623;3.0;1.17;9.2;5;0
1372;8.7;0.78;0.51;1.7;0.08294229549778061;12.0;66.0;0.99623;3.0;1.17;9.2;5;0
1373;7.7;0.75;0.27;3.8;0.11;34.0;89.0;0.99664;3.24;0.45;9.3;5;0
1375;7.2;0.56;0.26;2.0;0.083;13.0;100.0;0.9958600000000001;3.26;0.52;9.9;5;0
1376;8.2;0.885;0.2;1.4;0.086;7.0;31.0;0.9946;3.11;0.46;10.0;5;0
1381;6.8;0.83;0.09;1.8;0.07400000000000001;4.0;25.0;0.99534;3.38;0.45;9.6;5;0
1382;8.0;0.6;0.22;2.1;0.08;25.0;105.0;0.99613;3.3;0.49;9.9;5;0
1383;8.0;0.6;0.22;2.1;0.08;25.0;105.0;0.99613;3.3;0.49;9.9;5;0
1384;7.1;0.755;0.15;1.8;0.107;20.0;84.0;0.99593;3.19;0.5;9.5;5;0
1385;8.0;0.81;0.25;3.4;0.076;34.0;85.0;0.9966799999999999;3.19;0.42;9.2;5;0
1386;7.4;0.64;0.07;1.8;0.1;8.0;23.0;0.9961;3.3;0.58;9.6;5;0
1387;7.4;0.64;0.07;1.8;0.1;8.0;23.0;0.9961;3.3;0.58;9.6;5;0
1388;6.6;0.64;0.31;6.1;0.083;7.0;49.0;0.99718;3.35;0.68;10.3;5;0
1389;6.7;0.48;0.02;2.2;0.08;36.0;111.0;0.99524;3.1;0.53;9.7;5;0
1391;8.0;0.64;0.22;2.4;0.094;5.0;33.0;0.9961200000000001;3.37;0.58;11.0;5;0
1392;7.1;0.62;0.06;1.3;0.07;5.0;12.0;0.9942;3.17;0.48;9.8;5;0
1393;8.0;0.52;0.25;2.0;0.078;19.0;59.0;0.9961200000000001;3.3;0.48;10.2;5;0
1394;6.4;0.57;0.14;3.9;0.07;27.0;73.0;0.99669;3.32;0.48;9.2;5;0
1396;8.7;0.675;0.1;1.6;0.09;4.0;11.0;0.99745;3.31;0.65;9.55;5;0
1397;7.3;0.59;0.26;2.0;0.08;17.0;104.0;0.99584;3.28;0.52;9.9;5;0
1398;7.0;0.6;0.12;2.2;0.083;13.0;28.0;0.9966;3.52;0.62;10.2;7;1
1400;7.9;0.69;0.21;2.1;0.08;33.0;141.0;0.9962;3.25;0.51;9.9;5;0
1401;7.9;0.69;0.21;2.1;0.08;33.0;141.0;0.9962;3.25;0.51;9.9;5;0
1403;7.2;0.33;0.33;1.7;0.061;3.0;13.0;0.996;3.23;1.1;10.0;8;1
1405;7.7;0.28;0.3;2.0;0.062;18.0;34.0;0.9952;3.28;0.9;11.3;7;1
1408;8.1;0.29;0.36;2.2;0.048;35.0;53.0;0.995;3.27;1.01;12.4;7;1
1413;9.9;0.57;0.25;2.0;0.10400000000000001;12.0;89.0;0.9963;3.04;0.9;10.1;5;0
1414;10.0;0.32;0.59;2.2;0.077;3.0;15.0;0.9994;3.2;0.78;9.6;5;0
1415;6.2;0.58;0.0;1.6;0.065;8.0;18.0;0.9966;3.56;0.84;9.4;5;0
1416;10.0;0.32;0.59;2.2;0.077;3.0;15.0;0.9994;3.2;0.78;9.6;5;0
1417;7.3;0.34;0.33;2.5;0.064;21.0;37.0;0.9952;3.35;0.77;12.1;7;1
1418;7.8;0.53;0.01;1.6;0.077;3.0;19.0;0.995;3.16;0.46;9.8;5;0
1419;7.7;0.64;0.21;2.2;0.077;32.0;133.0;0.9956;3.27;0.45;9.9;5;0
1420;7.8;0.53;0.01;1.6;0.077;3.0;19.0;0.995;3.16;0.46;9.8;5;0
1421;7.5;0.4;0.18;1.6;0.079;24.0;58.0;0.9965;3.34;0.58;9.4;5;0
1423;6.4;0.53;0.09;3.9;0.12300000000000001;14.0;31.0;0.9968;3.5;0.67;11.0;4;0
1427;7.6;0.41;0.33;2.5;0.078;6.0;23.0;0.9957;3.3;0.58;11.2;5;0
1428;7.8;0.64;0.0;1.9;0.07200000000000001;27.0;55.0;0.9962;3.31;0.63;11.0;5;0
1429;7.9;0.18;0.4;2.2;0.049;38.0;67.0;0.996;3.33;0.93;11.3;5;0
1430;7.4;0.41;0.24;1.8;0.066;18.0;47.0;0.9956;3.37;0.62;10.4;5;0
1433;6.1;0.4;0.16;1.8;0.069;11.0;25.0;0.9955;3.42;0.74;10.1;7;1
1436;10.0;0.38;0.38;1.6;0.16899999999999998;27.0;90.0;0.9991399999999999;3.15;0.65;8.5;5;0
1437;6.8;0.915;0.29;4.8;0.07;15.0;39.0;0.99577;3.53;0.54;11.1;5;0
1438;7.0;0.59;0.0;1.7;0.052000000000000005;3.0;8.0;0.996;3.41;0.47;10.3;5;0
1440;7.2;0.37;0.32;2.0;0.062;15.0;28.0;0.9947;3.23;0.73;11.3;7;1
1442;6.9;0.63;0.02;1.9;0.078;18.0;30.0;0.9971200000000001;3.4;0.75;9.8;5;0
1443;6.9;0.58;0.2;1.75;0.057999999999999996;8.0;22.0;0.9932200000000001;3.38;0.49;11.7;5;0
1446;6.9;0.63;0.02;1.9;0.078;18.0;30.0;0.9971200000000001;3.4;0.75;9.8;5;0
1447;6.8;0.67;0.0;1.9;0.08;22.0;39.0;0.9970100000000001;3.4;0.74;9.7;5;0
1448;6.9;0.58;0.01;1.9;0.08;40.0;54.0;0.9968299999999999;3.4;0.73;9.7;5;0
1449;7.2;0.38;0.31;2.0;0.055999999999999994;15.0;29.0;0.99472;3.23;0.76;11.3;8;1
1450;7.2;0.37;0.32;2.0;0.062;15.0;28.0;0.9947;3.23;0.73;11.3;7;1
1451;7.8;0.32;0.44;2.7;0.10400000000000001;8.0;17.0;0.9973200000000001;3.33;0.78;11.0;7;1
1452;6.6;0.58;0.02;2.0;0.062;37.0;53.0;0.99374;3.35;0.76;11.6;7;1
1453;7.6;0.49;0.33;1.9;0.07400000000000001;27.0;85.0;0.9970600000000001;3.41;0.58;9.0;5;0
1457;7.6;0.49;0.33;1.9;0.07400000000000001;27.0;85.0;0.9970600000000001;3.41;0.58;9.0;5;0
1458;8.4;0.29;0.4;1.7;0.067;8.0;20.0;0.99603;3.39;0.6;10.5;5;0
1459;7.9;0.2;0.35;1.7;0.054000000000000006;7.0;15.0;0.9945799999999999;3.32;0.8;11.9;7;1
1461;6.2;0.785;0.0;2.1;0.06;6.0;13.0;0.99664;3.59;0.61;10.0;4;0
1464;6.8;0.59;0.1;1.7;0.063;34.0;53.0;0.9958;3.41;0.67;9.7;5;0
1465;6.8;0.59;0.1;1.7;0.063;34.0;53.0;0.9958;3.41;0.67;9.7;5;0
1466;7.3;0.48;0.32;2.1;0.062;31.0;54.0;0.9972799999999999;3.3;0.65;10.0;7;1
1467;6.7;1.04;0.08;2.3;0.067;19.0;32.0;0.9964799999999999;3.52;0.57;11.0;4;0
1468;7.3;0.48;0.32;2.1;0.062;31.0;54.0;0.9972799999999999;3.3;0.65;10.0;7;1
1470;10.0;0.69;0.11;1.4;0.084;8.0;24.0;0.9957799999999999;2.88;0.47;9.7;5;0
1471;6.7;0.7;0.08;3.75;0.067;8.0;16.0;0.99334;3.43;0.52;12.6;5;0
1473;6.1;0.6;0.08;1.8;0.071;14.0;45.0;0.99336;3.38;0.54;11.0;5;0
1474;9.9;0.5;0.5;2.463948362720403;0.205;48.0;82.0;1.00242;3.16;0.75;8.8;5;0
1475;5.3;0.47;0.11;2.2;0.048;16.0;89.0;0.99182;3.54;0.88;13.566666666666698;7;1
1476;9.9;0.5;0.5;2.463948362720403;0.205;48.0;82.0;1.00242;3.16;0.75;8.8;5;0
1477;5.3;0.47;0.11;2.2;0.048;16.0;89.0;0.99182;3.54;0.88;13.6;7;1
1479;8.2;0.28;0.6;3.0;0.10400000000000001;10.0;22.0;0.99828;3.39;0.68;10.6;5;0
1480;5.6;0.62;0.03;1.5;0.08;6.0;13.0;0.99498;3.66;0.62;10.1;4;0
1481;8.2;0.28;0.6;3.0;0.10400000000000001;10.0;22.0;0.99828;3.39;0.68;10.6;5;0
1482;7.2;0.58;0.54;2.1;0.114;3.0;9.0;0.9971899999999999;3.33;0.57;10.3;4;0
1483;8.1;0.33;0.44;1.5;0.042;6.0;12.0;0.9954200000000001;3.35;0.61;10.7;5;0
1484;6.8;0.91;0.06;2.0;0.06;4.0;11.0;0.99592;3.53;0.64;10.9;4;0
1485;7.0;0.655;0.16;2.1;0.07400000000000001;8.0;25.0;0.9960600000000001;3.37;0.55;9.7;5;0
1486;6.8;0.68;0.21;2.1;0.07;9.0;23.0;0.99546;3.38;0.6;10.3;5;0
1487;6.0;0.64;0.05;1.9;0.066;9.0;17.0;0.9949600000000001;3.52;0.78;10.6;5;0
1488;5.6;0.54;0.04;1.7;0.049;5.0;13.0;0.9942;3.72;0.58;11.4;5;0
1491;5.6;0.54;0.04;1.7;0.049;5.0;13.0;0.9942;3.72;0.58;11.4;5;0
1492;6.2;0.65;0.06;1.6;0.05;6.0;18.0;0.9934799999999999;3.57;0.54;11.95;5;0
1493;7.7;0.54;0.26;1.9;0.08900000000000001;23.0;147.0;0.99636;3.26;0.59;9.7;5;0
1494;6.4;0.31;0.09;1.4;0.066;15.0;28.0;0.99459;3.42;0.7;10.0;7;1
1496;7.7;0.54;0.26;1.9;0.08900000000000001;23.0;147.0;0.99636;3.26;0.59;9.7;5;0
1500;7.5;0.725;0.04;1.5;0.076;8.0;15.0;0.99508;3.26;0.53;9.6;5;0
1501;7.8;0.82;0.29;4.3;0.083;21.0;64.0;0.9964200000000001;3.16;0.53;9.4;5;0
1502;7.3;0.585;0.18;2.4;0.078;15.0;60.0;0.9963799999999999;3.31;0.54;9.8;5;0
1509;7.9;0.18;0.4;1.8;0.062;7.0;20.0;0.9941;3.28;0.7;11.1;5;0
1511;7.1;0.69;0.04;2.1;0.068;19.0;27.0;0.9971200000000001;3.44;0.67;9.8;5;0
1516;6.1;0.32;0.25;2.3;0.071;23.0;58.0;0.9963299999999999;3.42;0.97;10.6;5;0
1518;7.4;0.47;0.46;2.2;0.114;7.0;20.0;0.9964700000000001;3.32;0.63;10.5;5;0
1519;6.6;0.7;0.08;2.6;0.106;14.0;27.0;0.99665;3.44;0.58;10.2;5;0
1521;6.9;0.48;0.2;1.9;0.08199999999999999;9.0;23.0;0.99585;3.39;0.43;9.05;4;0
1522;6.1;0.32;0.25;2.3;0.071;23.0;58.0;0.9963299999999999;3.42;0.97;10.6;5;0
1523;6.8;0.48;0.25;2.0;0.076;29.0;61.0;0.9953;3.34;0.6;10.4;5;0
1525;6.7;0.48;0.08;2.1;0.064;18.0;34.0;0.9955200000000001;3.33;0.64;9.7;5;0
1531;6.1;0.705;0.1;2.8;0.081;13.0;28.0;0.99631;3.6;0.66;10.2;5;0
1533;8.0;0.39;0.3;1.9;0.07400000000000001;32.0;84.0;0.9971700000000001;3.39;0.61;9.0;5;0
1534;6.6;0.56;0.14;2.4;0.064;13.0;29.0;0.99397;3.42;0.62;11.7;7;1
1538;6.2;0.64;0.09;2.5;0.081;15.0;26.0;0.9953799999999999;3.57;0.63;12.0;5;0
1539;7.2;0.39;0.32;1.8;0.065;34.0;60.0;0.9971399999999999;3.46;0.78;9.9;5;0
1541;7.4;0.25;0.29;2.2;0.054000000000000006;19.0;49.0;0.99666;3.4;0.76;10.9;7;1
1544;8.4;0.37;0.43;2.3;0.063;12.0;19.0;0.9955;3.17;0.81;11.2;7;1
1546;7.0;0.57;0.02;2.0;0.07200000000000001;17.0;26.0;0.99575;3.36;0.61;10.2;5;0
1547;6.3;0.6;0.1;1.6;0.048;12.0;26.0;0.99306;3.55;0.51;12.1;5;0
1548;11.2;0.4;0.5;2.0;0.099;19.0;50.0;0.9978299999999999;3.1;0.58;10.4;5;0
1549;7.4;0.36;0.3;1.8;0.07400000000000001;17.0;24.0;0.99419;3.24;0.7;11.4;8;1
1550;7.1;0.68;0.0;2.3;0.087;17.0;26.0;0.9978299999999999;3.45;0.53;9.5;5;0
1551;7.1;0.67;0.0;2.3;0.083;18.0;27.0;0.9976799999999999;3.44;0.54;9.4;5;0
1553;7.3;0.735;0.0;2.2;0.08;18.0;28.0;0.99765;3.41;0.6;9.4;5;0
1555;7.0;0.56;0.17;1.7;0.065;15.0;24.0;0.9951399999999999;3.44;0.68;10.55;7;1
1556;6.6;0.88;0.04;2.2;0.066;12.0;20.0;0.99636;3.53;0.56;9.9;5;0
1558;6.9;0.63;0.33;6.7;0.235;66.0;115.0;0.99787;3.22;0.56;9.5;5;0
1559;7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.9962200000000001;3.21;0.52;9.9;5;0
1560;7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.9962200000000001;3.21;0.52;9.9;5;0
1561;7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.9962200000000001;3.21;0.52;9.9;5;0
1562;7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.29;0.54;10.1;5;0
1563;7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.29;0.54;10.1;5;0
1564;7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.29;0.54;10.1;5;0
1567;7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.29;0.54;10.1;5;0
1568;7.0;0.56;0.13;1.6;0.077;25.0;42.0;0.99629;3.34;0.59;9.2;5;0
1572;7.3;0.69;0.32;2.2;0.069;35.0;104.0;0.9963200000000001;3.33;0.51;9.5;5;0
1579;6.2;0.56;0.09;1.7;0.053;24.0;32.0;0.9940200000000001;3.54;0.6;11.3;5;0
1581;6.2;0.56;0.09;1.7;0.053;24.0;32.0;0.9940200000000001;3.54;0.6;11.3;5;0
1582;6.1;0.715;0.1;2.6;0.053;13.0;27.0;0.9936200000000001;3.57;0.5;11.9;5;0
1583;6.2;0.46;0.29;2.1;0.07400000000000001;32.0;98.0;0.9957799999999999;3.33;0.62;9.8;5;0
1584;6.7;0.32;0.44;2.4;0.061;24.0;34.0;0.99484;3.29;0.8;11.6;7;1
1589;6.6;0.725;0.2;7.8;0.073;29.0;79.0;0.9977;3.29;0.54;9.2;5;0
1594;6.2;0.6;0.08;2.0;0.09;32.0;44.0;0.9949;3.45;0.58;10.5;5;0
1597;5.9;0.645;0.12;2.0;0.075;32.0;44.0;0.9954700000000001;3.57;0.71;10.2;5;0
